words,title,release_date,Expired_Date,Clinical_Trials,url
[],Notice of Special Interest (NOSI) regarding the Availability of Administrative Supplements for Tissue Chips Research on the 2019 Novel Coronavirus,4/9/2020,1/26/2022,Optional,https://grants.nih.gov/grants/guide/rfa-files/NOT-TR-20-016.html
[],Notice of Special Interest (NOSI) regarding the Availability of Emergency Competitive Revisions to Existing NIH Grants and Cooperative Agreements for Tissue Chips Research on the 2019 Novel Coronavirus,4/9/2020,1/26/2022,Optional,https://grants.nih.gov/grants/guide/rfa-files/NOT-TR-20-017.html
[],Notice of Special Interest (NOSI): Administrative Supplements for the Clinical and Translational Science Award (CTSA) Program to Address COVID-19 Public Health Needs,2/3/2021,8/17/2024,Optional,https://grants.nih.gov/grants/guide/rfa-files/NOT-TR-21-017.html
['data sharing'],Large Health Services Research Demonstration and Dissemination Projects for Combating Antibiotic-Resistant Bacteria (CARB)(R18) ,9/6/2016,10/31/2021,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-16-422.html
['data sharing'],Large Research Projects for Combating  Antibiotic-Resistant Bacteria (CARB) (R01),9/6/2016,10/31/2021,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-16-423.html
['data sharing'],Developing Measures of Shared Decision Making (R01),9/8/2016,2/5/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-16-424.html
['data sharing'],AHRQ Conference Grant Programs (R13),9/29/2016,11/2/2021,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-16-453.html
['data sharing'],AHRQ Mentored Clinical Scientist Research Career Development Award (K08),3/29/2017,7/13/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-17-232.html
['data sharing'],Agency for Healthcare Research and Quality (AHRQ)-sponsored National Research Service Award (NRSA)Individual  Postdoctoral Fellowship (F32),9/12/2017,8/9/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-17-481.html
['data sharing'],AHRQ Health Services Research Dissertation Program (R36),5/2/2018,5/2/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-765.html
['data sharing'],AHRQ Health Services Research Demonstration and Dissemination Grants (R18),5/21/2018,9/30/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-793.html
['data sharing'],AHRQ Small Research Grant Program (R03),5/21/2018,7/7/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-794.html
['data sharing'],AHRQ Health Services Research Projects (R01),5/21/2018,7/7/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-795.html
['data sharing'],Alcohol and Other Drug Interactions:  Unintentional Injuries and Overdoses:  Epidemiology and Prevention (R03 - Clinical Trial Optional),7/19/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-861.html
['data sharing'],New Computational Methods for Understanding the Functional Role of DNA Variants that are Associated with Mental Disorders (R01 (Collab) Clinical Trial Not Allowed),8/29/2018,5/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-907.html
['data sharing'],New Computational Methods for Understanding the Functional Role of DNA Variants that are Associated with Mental Disorders (R01 Clinical Trial Not Allowed),8/29/2018,5/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-908.html
['data sharing'],Increasing Uptake of Evidence-Based Screening in Diverse Adult Populations (R01 Clinical Trial Optional),9/21/2018,5/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-932.html
['data sharing'],Urgent Competitive Revision to Existing NIH Grants and Cooperative Agreements (Urgent Supplement - Clinical Trial Optional),10/3/2018,1/25/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-935.html
['data sharing'],Research on Chronic Overlapping Pain Conditions (R01 Clinical Trial Optional),9/26/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-937.html
['data sharing'],Research on Chronic Overlapping Pain Conditions (R21 Clinical Trial Not Allowed),9/26/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-939.html
['data sharing'],Biobehavioral Basis of Chronic Pain (R21 Clinical Trial Optional),10/1/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-943.html
['data sharing'],Biobehavioral Basis of Chronic Pain (R01 Clinical Trial Optional),10/1/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-944.html
['data sharing'],Applying a Biopsychosocial Perspective to Self-Management of Chronic Pain (R01 Clinical Trial Optional),10/1/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-945.html
['data sharing'],Applying a Biopsychosocial Perspective to Self-Management of Chronic Pain (R21 Clinical Trial Optional),10/1/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-946.html
['data sharing'],Fc-Dependent Mechanisms of Antibody-Mediated Killing (R21 Clinical Trial Not Allowed),10/5/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-020.html
['data sharing'],Addressing Caregiver Symptoms through Technological Tools (R01 Clinical Trial Optional),10/12/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-19-023.html
['data sharing'],Addressing Caregiver Symptoms through Technological Tools (R21 Clinical Trial Optional),10/12/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-19-024.html
['data sharing'],Advancing Research in Augmentative and Alternative Communication (AAC) (R21 Clinical Trial Optional),10/31/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-19-046.html
['data sharing'],Advancing Research in Augmentative and Alternative Communication (AAC) (R01 Clinical Trial Optional),10/31/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-19-047.html
['data sharing'],New Research Directions that Advance the NHLBI Strategic Vision  Normal Biology (R21 - Clinical Trial Not Allowed),11/1/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-049.html
['data sharing'],"Medical Simulators for Practicing Patient Care Providers  Skill Acquisition, Outcomes Assessment and Technology Development (R01 Clinical Trial Not Allowed)",11/13/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-065.html
['data sharing'],Processing and Presentation of Non-Conventional MHC Ligands (R21 Clinical Trial Not Allowed),11/13/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-066.html
['data sharing'],Processing and Presentation of Non-Conventional MHC Ligands (R01 Clinical Trial Not Allowed),11/13/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-067.html
['data sharing'],Telomeres in Wellness and Disease: A Biobehavioral Approach  (R21 Clinical Trial Optional),11/20/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-19-073.html
['data sharing'],Telomeres in Wellness and Disease: A Biobehavioral Approach (R01 Clinical Trial Optional),11/20/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-19-074.html
['data sharing'],Enabling Technologies to Accelerate Development of Oral Biodevices (R41/R42 Clinical Trial Not Allowed),11/26/2018,1/6/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-075.html
['data sharing'],Enabling Technologies to Accelerate Development of Oral Biodevices (R43/R44 Clinical Trial Not Allowed),11/26/2018,1/6/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-076.html
['data sharing'],Accelerating Malaria Vaccine Discovery (R01 Clinical Trial Not Allowed),11/26/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-077.html
['data sharing'],Advancing Development of Rapid Fungal Diagnostics (R01 Clinical Trial Not Allowed),11/26/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-080.html
['data sharing'],Advancing Development of Rapid Fungal Diagnostics (R21 Clinical Trial Not Allowed),11/26/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-081.html
['data sharing'],"Novel approaches to understand, prevent, treat, and diagnose coccidioidomycosis (Valley Fever) and other select endemic fungal infections (R01 Clinical Trial Not Allowed)",11/26/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-082.html
['data sharing'],"Novel approaches to understand, prevent, treat, and diagnose coccidioidomycosis (Valley Fever) and other select endemic fungal infections (R21 Clinical Trial Not Allowed)",11/26/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-083.html
['data sharing'],"Emotion Regulation, Aging and Mental Disorder (R01 Clinical Trial Not Allowed)",11/29/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-094.html
['data sharing'],"Emotion Regulation, Aging and Mental Disorder (R21 Clinical Trial Not Allowed)",11/29/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-095.html
['data sharing'],Control of Sexually Transmitted Infections (STIs) Through a Comprehensive Understanding of the Natural History of Infection (R01 Clinical Trial Not Allowed),11/29/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-096.html
['data sharing'],Improving Outcomes in Cancer Treatment-Related Cardiotoxicity (R21 Clinical Trial Optional),12/17/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-19-111.html
['data sharing'],Improving Outcomes in Cancer Treatment-Related Cardiotoxicity (R01 Clinical Trial Optional),12/17/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-19-112.html
['data sharing'],Implementation of shared decision making for HLBS diseases and conditions (R01 Clinical Trial Optional),1/22/2019,5/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-19-166.html
['data sharing'],Mechanisms Underlying the Contribution of Sleep Disturbances to Pain (R01 Clinical Trial Optional),2/28/2019,5/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-19-200.html
['data sharing'],Mechanisms Underlying the Contribution of Sleep Disturbances to Pain (R21 Clinical Trial Optional),2/28/2019,5/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-19-201.html
['data sharing'],Pragmatic clinical trial on efficacy of managing reduced iron stores on risk of clinically important events in older adults with heart failure and anemia (U01 Clinical Trial Required),3/28/2019,7/6/2022,Required,https://grants.nih.gov/grants/guide/pa-files/PA-19-230.html
['data sharing'],Novel RNAs in Virology (including HIV) and Immune Regulation: Basic Science and Therapeutic Discovery (R21 Clinical Trial Not Allowed),4/3/2019,5/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-19-237.html
['data sharing'],Development of Highly Innovative Tools and Technology for Analysis of Single Cells (STTR) (R41/R42 Clinical Trial Not Allowed),1/7/2020,1/6/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-025.html
['data sharing'],Medication Safety:  Advancing the Development of Improvement Strategies and Tools (R18),10/10/2019,9/26/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-028.html
['data sharing'],Development of Highly Innovative Tools and Technology for Analysis of Single Cells (SBIR) (R43/R44 Clinical Trial Not Allowed),1/7/2020,1/6/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-047.html
['data sharing'],AHRQ Mentored Research Scientist  Career Development Award (K01),12/3/2019,11/14/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-067.html
['open source'],Disseminating and Implementing Patient-Centered Outcomes Research (PCOR) Evidence into Practice through Interoperable Clinical Decision Support,8/17/2020,1/26/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-074.html
['data sharing'],Emergency Competitive Revision to Existing NIH Awards (Emergency Supplement - Clinical Trial Optional),3/10/2020,9/8/2025,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-135.html
['data sharing'],Formative and Pilot Intervention Research for Prevention and Treatment of HIV/AIDS (R34 Clinical Trial Optional),3/19/2020,1/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-141.html
"['reproducible research', 'data sharing']",Ruth L. Kirschstein National Research Service Award (NRSA) Institutional Research Training Grant (Parent T32),3/20/2020,5/26/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-142.html
['data sharing'],"Innovations in HIV Prevention, Testing, Adherence and Retention to Optimize HIV Prevention and Care Continuum Outcomes (R01 Clinical Trial Optional)",3/23/2020,1/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-144.html
['data sharing'],"Innovations in HIV Prevention, Testing, Adherence and Retention to Optimize HIV Prevention and Care Continuum Outcomes (R21 Clinical Trial Optional)",3/23/2020,1/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-145.html
['data sharing'],NIDA Small Research Grant Program (R03 Clinical Trial Required),3/24/2020,5/8/2023,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-146.html
['data sharing'],HIV Infection of the Central Nervous System (R01 Clinical Trial Not Allowed),5/13/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-149.html
['data sharing'],Eradication of HIV-1 from Central Nervous system Reservoirs (R01 Clinical Trial Not Allowed),5/13/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-151.html
['reproducible research'],Ruth L. Kirschstein National Research Service Award (NRSA) Short-Term Institutional Research Training Grant (Parent T35),4/2/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-162.html
[],Competing Revisions to Existing NIH Grants and Cooperative Agreements (Clinical Trial Optional),4/3/2020,3/17/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-163.html
['data sharing'],Independent Scientist Award (Parent K02 - Independent Clinical Trial Required),4/23/2020,5/8/2023,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-171.html
['data sharing'],Long-Term Effects of Disasters on Health Care Systems Serving Health Disparity Populations (R01- Clinical Trial Optional),4/20/2020,9/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-172.html
['data sharing'],Independent Scientist Award (Parent K02 Independent Basic Experimental Studies with Humans Required),4/23/2020,5/8/2023,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PA-20-173.html
['data sharing'],Independent Scientist Award (Parent K02 - Independent Clinical Trial Not Allowed),4/23/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-174.html
['data sharing'],Mentored Research Scientist Development Award (Parent K01 - Independent Clinical Trial Required),5/7/2020,5/8/2023,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-176.html
['data sharing'],Research Project Grant (Parent R01 Clinical Trial Required),5/5/2020,5/8/2023,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-183.html
['data sharing'],Research Project Grant (Parent R01 Basic Experimental Studies with Humans Required),5/5/2020,5/8/2023,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PA-20-184.html
['data sharing'],NIH Research Project Grant (Parent R01 Clinical Trial Not Allowed),5/5/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-185.html
['data sharing'],Midcareer Investigator Award in Patient-Oriented Research (Parent K24 Independent Clinical Trial Not Allowed),5/6/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-186.html
['data sharing'],NIH Pathway to Independence Award (Parent K99/R00  Independent Clinical Trial Required),5/5/2020,5/8/2023,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-187.html
['data sharing'],NIH Pathway to Independence Award (Parent K99/R00  Independent Clinical Trial Not Allowed),5/5/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-188.html
['data sharing'],NIH Pathway to Independence Award (Parent K99/R00 Independent Basic Experimental Studies with Humans Required),5/5/2020,5/8/2023,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PA-20-189.html
['data sharing'],Mentored Research Scientist Development Award (Parent K01 - Independent Clinical Trial Not Allowed),5/7/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-190.html
['data sharing'],Mentored Research Scientist Development Award (Parent K01 Independent Basic Experimental Studies with Humans Required),5/7/2020,5/8/2023,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PA-20-191.html
['data sharing'],Midcareer Investigator Award in Patient-Oriented Research (Parent K24 - Independent Basic Experimental Studies with Humans Required),5/6/2020,5/8/2023,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PA-20-192.html
['data sharing'],Midcareer Investigator Award in Patient-Oriented Research (Parent K24 Independent Clinical Trial Required),5/6/2020,5/8/2023,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-193.html
['data sharing'],NIH Exploratory/Developmental Research Grant Program (Parent R21 Clinical Trial Required),5/7/2020,5/8/2023,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-194.html
['data sharing'],NIH Exploratory/Developmental Research Grant Program (Parent R21 Clinical Trial Not Allowed),5/7/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-195.html
['data sharing'],NIH Exploratory/Developmental Research Grant Program (Parent R21 Basic Experimental Studies with Humans Required),5/7/2020,5/8/2023,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PA-20-196.html
['data sharing'],Mentored Quantitative Research Development Award (Parent K25 Independent Clinical Trial Required),5/7/2020,5/8/2023,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-197.html
['data sharing'],Mentored Quantitative Research Development Award (Parent K25 Independent Basic Experimental Studies with Humans Required),5/7/2020,5/8/2023,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PA-20-198.html
['data sharing'],Mentored Quantitative Research Development Award (Parent K25 Independent Clinical Trial Not Allowed),5/7/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-199.html
['data sharing'],NIH Small Research Grant Program (Parent R03 Clinical Trial Not Allowed),5/7/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-200.html
['data sharing'],Mentored Clinical Scientist Research Career Development Award (Parent K08 Independent Basic Experimental Studies with Humans Required),5/12/2020,5/8/2023,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PA-20-201.html
['data sharing'],Mentored Clinical Scientist Research Career Development Award (Parent K08  Independent Clinical Trial Required),5/12/2020,5/8/2023,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-202.html
['data sharing'],Mentored Clinical Scientist Research Career Development Award (Parent K08  Independent Clinical Trial Not Allowed),5/12/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-203.html
['data sharing'],Mentored Patient-Oriented Research Career Development Award (Parent K23 Independent Basic Experimental Studies with Humans Required),5/11/2020,5/8/2023,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PA-20-204.html
['data sharing'],Mentored Patient-Oriented Research Career Development Award (Parent K23  Independent Clinical Trial Not Allowed),5/11/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-205.html
['data sharing'],Mentored Patient-Oriented Research Career Development Award (Parent K23  Independent Clinical Trial Required),5/12/2020,5/8/2023,Required,https://grants.nih.gov/grants/guide/pa-files/PA-20-206.html
['data sharing'],Substance Use/Substance Use Disorder Dissertation Research Award (R36 - Clinical Trials Optional),5/8/2020,5/8/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-208.html
[],Administrative Supplement for Research on Dietary Supplements (Admin Supp-Clinical Trial Not Allowed),6/9/2020,4/16/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-227.html
[],Validation Studies of Analytical Methods for Dietary Supplement Constituents (Admin Supp - Clinical Trial Not Allowed),7/30/2020,4/16/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-20-252.html
[],Administrative Supplements to Existing NIH Grants and Cooperative Agreements (Parent Admin Supp Clinical Trial Optional),10/13/2020,10/24/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-272.html
['data sharing'],Successor-in-Interest (Type 6 Parent Clinical Trial Optional),10/6/2020,7/24/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-20-275.html
['data sharing'],Ruth L. Kirschstein National Research Service Award (NRSA) Individual Senior Fellowship (Parent F33),10/22/2020,9/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-21-047.html
['data sharing'],Ruth L. Kirschstein National Research Service Award (NRSA) Individual Postdoctoral Fellowship (Parent F32),10/26/2020,9/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-21-048.html
['data sharing'],Ruth L. Kirschstein National Research Service Award (NRSA) Individual Fellowship for Students at Institutions with NIH-Funded Institutional Predoctoral Dual-Degree Training Programs (Parent F30),10/26/2020,9/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-21-049.html
['data sharing'],Ruth L. Kirschstein National Research Service Award (NRSA) Individual Fellowship for Students at Institutions Without NIH-Funded Institutional Predoctoral Dual-Degree Training Programs (Parent F30),10/26/2020,12/9/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-21-050.html
['data sharing'],Ruth L. Kirschstein National Research Service Award (NRSA) Individual Predoctoral Fellowship (Parent F31),10/21/2020,9/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-21-051.html
['data sharing'],Ruth L. Kirschstein National Research Service Award (NRSA) Individual Predoctoral Fellowship to Promote Diversity in Health-Related Research (Parent F31-Diversity),10/28/2020,9/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-21-052.html
[],Research Supplements to Promote Diversity in Health-Related Research (Admin Supp Clinical Trial Not Allowed),11/16/2020,5/8/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-21-071.html
['data sharing'],Pilot and Feasibility Studies in Preparation for Substance Use Prevention Trials (R34 Clinical Trial Optional),1/13/2021,5/8/2024,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-21-110.html
[],NIH Support for Conferences and Scientific Meetings (Parent R13 Clinical Trial Not Allowed),2/10/2021,1/8/2024,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-21-151.html
['data sharing'],Using Innovative Digital Healthcare Solutions to Improve Quality at the Point of Care (R21/R33 - Clinical Trial Optional),2/9/2021,7/18/2024,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-21-164.html
['data sharing'],"NIDCR Mentored Career Development Award to Promote Diversity in the Dental, Oral and Craniofacial Research Workforce (K01-Clinical Trial Required)",11/15/2017,1/8/2022,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-359.html
['data sharing'],NIDCR Dentist Scientist Career Transition Award for Intramural Investigators (K22-Clinical Trial Required),11/15/2017,1/8/2022,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-360.html
['data sharing'],NIDCR Dual Degree Dentist Scientist Pathway to Independence Award (K99/R00-Clinical Trial Required),12/15/2017,1/8/2022,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-432.html
['data sharing'],Vet-LIRN Network Capacity-Building Projects,1/29/2018,9/2/2023,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-604.html
['data sharing'],NIOSH Small Research Grant Program,5/24/2018,11/18/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-797.html
['data sharing'],NIOSH Exploratory/Developmental Grant Program (R21),5/24/2018,11/18/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-798.html
['data sharing'],K01 Mentored Research Scientist Development Award,5/24/2018,11/18/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-799.html
['data sharing'],Occupational Safety and Health Research (R01),5/30/2018,11/18/2023,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-812.html
['data sharing'],Alzheimer's Drug-Development Program (U01 Clinical Trial Optional),6/7/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-820.html
['data sharing'],Early Stage Clinical Trials for the Spectrum of Alzheimers Disease and Age-related Cognitive Decline (R01 Clinical Trial Optional),7/26/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-877.html
['data sharing'],"Novel Approaches to Safe, Non-Invasive, Real Time Assessment of Human Placenta Development and Function Across Pregnancy (R01 - Clinical Trial Not Allowed)",8/1/2018,12/7/2021,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-884.html
['data sharing'],"Novel Approaches to Safe, Non-Invasive, Real Time Assessment of Human Placenta Development and Function Across Pregnancy (R21 - Clinical Trial Not Allowed)",8/1/2018,12/7/2021,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-885.html
['data sharing'],Development and Optimization of Tasks and Measures for Functional Domains of Behavior (R01 Clinical Trial Not Allowed),9/21/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-930.html
['data sharing'],"Clinical Trial Readiness for Rare Diseases, Disorders, and Syndromes (R03 Clinical Trial Not Allowed)",10/4/2018,10/26/2021,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-952.html
['data sharing'],"Clinical Trial Readiness for Rare Diseases, Disorders, and Syndromes (R21 Clinical Trial Not Allowed)",10/4/2018,10/26/2021,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-953.html
['data sharing'],Basic Neurodevelopmental Biology of Circuits and Behavior (R01 Clinical Trial Not Allowed),10/17/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-027.html
['data sharing'],Basic Neurodevelopmental Biology of Brain Circuits and Behavior (R21 Clinical Trial Not Allowed),10/17/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-028.html
['data sharing'],End-of-Life and Palliative Care Approaches to Advanced Signs and Symptoms (R21- Clinical Trial Optional),10/31/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-044.html
['data sharing'],End-of-Life and Palliative Care Approaches to Advanced Signs and Symptoms (R01 Clinical Trial Optional),10/31/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-045.html
['data sharing'],Strategies to Provide Culturally Tailored Palliative and End-of-Life Care for Seriously Ill American Indian and Alaska Native Individuals (R01 Clinical Trial Optional),11/7/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-057.html
['data sharing'],Strategies to Provide Culturally Tailored Palliative and End-of-Life Care for Seriously Ill American Indian and Alaska Native Individuals (R21 Clinical Trial Optional),11/7/2018,1/8/2022,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-058.html
['data sharing'],Research on Current Topics in Alzheimer's Disease and Its Related Dementias (R01 Clinical Trial Optional),11/16/2018,11/13/2021,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-070.html
['data sharing'],Research on Current Topics in Alzheimer's Disease and Its Related Dementias (R21 Clinical Trial Not Allowed),11/16/2018,11/13/2021,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-071.html
['data sharing'],Molecular and Genetic Characterization of Inborn Errors of Immunity (R01 Clinical Trial Not Allowed),11/26/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-078.html
['data sharing'],Molecular and Genetic Characterization of Inborn Errors of Immunity (R21 Clinical Trial Not Allowed),11/26/2018,1/8/2022,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-19-079.html
['data sharing'],"Limited Competition: Clinical and Translational Science Award (CTSA) Program: Collaborative Innovation Award, (U01 Clinical Trial Optional)",12/12/2018,11/10/2021,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-19-099.html
